date,sales,prix,wday,month,event_name_1,event_type_1,snap_WI,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex
2012-04-22,96.0,1.48,2,4,no_event,no_event,0,6.8,5.7,54.6,0.0,no_precip,25.1,16.0,41.0,9
2012-04-23,52.0,1.48,3,4,no_event,no_event,0,7.5,7.3,60.0,0.0,no_precip,22.9,15.8,15.6,9
2012-04-24,45.0,1.48,4,4,no_event,no_event,0,11.4,11.1,45.4,0.0,no_precip,11.2,16.0,38.8,8
2012-04-25,85.0,1.48,5,4,no_event,no_event,0,10.3,9.6,78.0,4.504,rain,20.3,15.0,68.7,5
2012-04-26,44.0,1.48,6,4,no_event,no_event,0,9.2,8.2,64.3,0.0,no_precip,28.8,13.3,29.4,9
2012-04-27,89.0,1.48,7,4,no_event,no_event,0,6.4,5.1,52.2,0.0,no_precip,26.9,16.0,31.2,8
2012-04-28,117.0,1.48,1,4,no_event,no_event,0,6.0,2.6,71.7,3.464,rain,31.0,14.0,99.5,4
2012-04-29,106.0,1.48,2,4,no_event,no_event,0,7.5,6.2,65.8,10.688,rain,24.6,13.8,40.6,7
2012-04-30,31.0,1.48,3,4,no_event,no_event,0,9.9,9.7,86.5,3.417,rain,10.8,9.3,99.2,7
2012-05-01,53.0,1.48,4,5,no_event,no_event,0,12.1,11.9,80.9,0.0,no_precip,21.2,11.0,44.9,6
2012-05-02,92.0,1.48,5,5,no_event,no_event,1,19.8,19.8,77.6,7.219,rain,19.6,11.5,59.9,7
2012-05-03,92.0,1.48,6,5,no_event,no_event,1,22.9,22.9,73.9,1.111,rain,19.7,15.4,63.9,6
2012-05-04,106.0,1.48,7,5,no_event,no_event,0,16.5,16.5,83.8,0.0,no_precip,21.6,13.0,64.5,7
2012-05-05,125.0,1.48,1,5,Cinco De Mayo,Cultural,1,13.8,13.8,82.4,0.469,rain,27.0,15.8,96.3,7
2012-05-06,113.0,1.48,2,5,no_event,no_event,1,14.3,14.3,89.8,23.168,rain,24.4,11.1,95.2,5
2012-05-07,68.0,1.48,3,5,no_event,no_event,0,15.3,15.3,77.1,0.254,rain,13.2,11.3,66.9,5
2012-05-08,40.0,1.48,4,5,no_event,no_event,1,14.3,14.3,61.8,0.004,rain,17.3,16.0,45.3,9
2012-05-09,79.0,1.48,5,5,no_event,no_event,1,12.0,11.7,66.9,0.0,no_precip,24.4,16.0,58.2,9
2012-05-10,78.0,1.48,6,5,no_event,no_event,0,13.4,13.3,51.5,0.0,no_precip,14.0,15.9,0.0,10
2012-05-11,111.0,1.48,7,5,no_event,no_event,1,18.5,18.5,45.1,0.0,no_precip,31.1,16.0,34.3,8
2012-05-12,171.0,1.48,1,5,no_event,no_event,1,16.0,16.0,60.1,0.0,no_precip,18.7,16.0,38.8,6
2012-05-13,100.0,1.48,2,5,Mother's day,Cultural,0,15.4,15.3,51.0,0.0,no_precip,8.6,16.0,13.2,10
2012-05-14,91.0,1.48,3,5,no_event,no_event,1,17.5,17.5,47.9,0.0,no_precip,13.6,16.0,0.0,10
2012-05-15,67.0,1.48,4,5,no_event,no_event,1,21.2,21.0,41.4,0.242,rain,22.5,15.9,22.5,9
2012-05-16,46.0,1.48,5,5,no_event,no_event,0,14.0,13.9,52.9,0.0,no_precip,25.6,16.0,2.8,10
2012-05-17,66.0,1.48,6,5,no_event,no_event,0,16.4,16.4,41.6,0.0,no_precip,29.3,16.0,7.4,9
2012-05-18,132.0,1.48,7,5,no_event,no_event,0,21.7,21.3,36.7,0.0,no_precip,26.7,16.0,0.0,10
2012-05-19,105.0,1.48,1,5,no_event,no_event,0,24.4,24.0,40.8,0.0,no_precip,31.0,15.9,12.5,9
2012-05-20,71.0,1.48,2,5,no_event,no_event,0,23.7,23.7,53.3,0.0,no_precip,29.5,16.0,24.0,7
2012-05-21,32.0,1.48,3,5,no_event,no_event,0,16.4,16.2,51.4,0.0,no_precip,30.1,16.0,26.0,10
2012-05-22,58.0,1.48,4,5,no_event,no_event,0,15.9,15.9,51.2,0.0,no_precip,14.0,16.0,0.0,10
2012-05-23,33.0,1.48,5,5,no_event,no_event,0,20.0,19.8,39.5,0.0,no_precip,30.9,16.0,0.0,10
2012-05-24,67.0,1.48,6,5,no_event,no_event,0,25.0,24.6,42.2,0.487,rain,52.9,16.0,21.3,9
2012-05-25,88.0,1.48,7,5,no_event,no_event,0,18.5,18.5,68.4,0.327,rain,29.8,16.0,34.6,10
2012-05-26,119.0,1.48,1,5,no_event,no_event,0,18.3,18.3,77.7,18.475,rain,28.4,14.2,67.4,9
2012-05-27,97.0,1.48,2,5,no_event,no_event,0,25.9,26.0,56.3,0.0,no_precip,30.0,16.0,16.0,9
2012-05-28,47.0,1.48,3,5,MemorialDay,National,0,24.7,24.9,63.4,14.301,rain,24.7,15.9,33.9,9
2012-05-29,24.0,1.48,4,5,no_event,no_event,0,19.2,19.2,52.3,0.0,no_precip,32.1,16.0,18.3,10
2012-05-30,46.0,1.48,5,5,no_event,no_event,0,14.0,14.0,64.3,0.0,no_precip,17.2,16.0,85.2,10
2012-05-31,62.0,1.48,6,5,no_event,no_event,0,10.4,9.8,73.4,10.205,rain,22.0,15.2,86.7,5
2012-06-01,65.0,1.48,7,6,no_event,no_event,0,14.2,13.9,54.7,0.0,no_precip,25.6,16.0,70.9,9
2012-06-02,111.0,1.48,1,6,no_event,no_event,1,17.6,17.6,46.0,0.0,no_precip,18.9,16.0,10.8,10
2012-06-03,72.0,1.48,2,6,no_event,no_event,1,19.8,19.8,50.6,0.0,no_precip,16.5,16.0,32.2,10
2012-06-04,56.0,1.48,3,6,no_event,no_event,0,20.8,20.8,56.4,0.01,rain,20.0,16.0,65.7,10
2012-06-05,39.0,1.48,4,6,no_event,no_event,1,17.9,17.9,60.9,0.0,no_precip,17.6,16.0,67.0,9
2012-06-06,50.0,1.48,5,6,no_event,no_event,1,17.3,17.3,58.1,0.0,no_precip,9.6,16.0,16.6,10
2012-06-07,39.0,1.48,6,6,no_event,no_event,0,19.7,19.7,55.0,0.006,rain,11.0,16.0,16.3,10
2012-06-08,128.0,1.48,7,6,no_event,no_event,1,23.1,22.9,51.8,0.0,no_precip,19.0,16.0,15.6,10
2012-06-09,98.0,1.48,1,6,no_event,no_event,1,25.9,25.4,41.2,0.0,no_precip,22.6,16.0,3.5,10
2012-06-10,81.0,1.48,2,6,no_event,no_event,0,26.5,26.1,45.6,0.0,no_precip,31.9,16.0,22.7,10
2012-06-11,70.0,1.48,3,6,no_event,no_event,1,24.8,25.0,60.2,2.835,rain,22.1,15.9,41.7,8
2012-06-12,58.0,1.48,4,6,NBAFinalsStart,Sporting,1,17.2,17.2,51.5,0.0,no_precip,18.0,16.0,13.7,10
2012-06-13,40.0,1.48,5,6,no_event,no_event,0,16.8,16.8,58.0,0.0,no_precip,30.1,16.0,16.5,9
2012-06-14,89.0,1.48,6,6,no_event,no_event,1,21.1,21.0,46.5,0.0,no_precip,32.3,16.0,3.5,10
2012-06-15,107.0,1.48,7,6,no_event,no_event,1,25.0,24.6,45.3,0.0,no_precip,23.3,16.0,0.0,9
2012-06-16,132.0,1.48,1,6,no_event,no_event,0,25.6,25.9,52.6,0.489,rain,23.8,16.0,36.9,9
2012-06-17,16.0,1.48,2,6,Father's day,Cultural,0,24.6,24.3,53.8,0.051,rain,14.5,15.9,30.7,9
2012-06-18,44.0,1.48,3,6,no_event,no_event,0,28.5,29.7,56.9,0.0,no_precip,32.2,16.0,53.7,9
2012-06-19,65.0,1.48,4,6,no_event,no_event,0,29.9,30.9,50.5,0.0,no_precip,33.5,16.0,28.1,9
2012-06-20,50.0,1.48,5,6,no_event,no_event,0,29.7,30.4,52.3,0.0,no_precip,37.2,16.0,24.4,9
2012-06-21,64.0,1.48,6,6,NBAFinalsEnd,Sporting,0,23.1,23.1,62.3,4.009,rain,18.9,16.0,51.2,10
2012-06-22,112.0,1.48,7,6,no_event,no_event,0,22.2,21.9,54.1,0.0,no_precip,13.7,16.0,22.2,10
2012-06-23,80.0,1.48,1,6,no_event,no_event,0,21.9,21.8,59.2,0.0,no_precip,14.0,16.0,35.3,8
2012-06-24,85.0,1.48,2,6,no_event,no_event,0,24.1,24.2,62.0,0.0,no_precip,23.6,16.0,41.3,8
2012-06-25,57.0,1.48,3,6,no_event,no_event,0,19.9,19.9,46.5,0.0,no_precip,20.9,16.0,8.1,10
2012-06-26,46.0,1.48,4,6,no_event,no_event,0,20.1,19.9,50.8,0.0,no_precip,16.2,16.0,0.0,9
2012-06-27,55.0,1.48,5,6,no_event,no_event,0,26.7,26.5,44.4,0.0,no_precip,32.1,16.0,0.0,9
2012-06-28,81.0,1.48,6,6,no_event,no_event,0,29.8,32.2,54.0,0.0,no_precip,18.9,15.8,13.2,7
2012-06-29,89.0,1.48,7,6,no_event,no_event,0,24.1,23.8,55.5,0.014,rain,21.0,16.0,10.1,8
2012-06-30,51.0,1.48,1,6,no_event,no_event,0,26.3,26.2,61.4,0.0,no_precip,13.0,15.6,9.0,9
2012-07-01,81.0,1.48,2,7,no_event,no_event,0,26.5,26.6,55.9,0.0,no_precip,15.0,16.0,12.4,9
2012-07-02,83.0,1.48,3,7,no_event,no_event,1,29.6,30.8,56.4,0.0,no_precip,15.2,16.0,19.7,9
2012-07-03,156.0,1.48,4,7,no_event,no_event,1,30.6,32.4,54.4,0.0,no_precip,22.5,16.0,25.3,9
2012-07-04,58.0,1.48,5,7,IndependenceDay,National,0,32.7,35.0,50.1,0.0,no_precip,18.5,16.0,10.8,9
2012-07-05,45.0,1.48,6,7,no_event,no_event,1,32.6,34.7,50.4,0.0,no_precip,14.9,16.0,14.8,9
2012-07-06,11.0,1.48,7,7,no_event,no_event,1,32.5,34.7,53.6,0.0,no_precip,14.4,15.8,11.5,7
2012-07-07,91.0,1.34,1,7,no_event,no_event,0,28.4,29.6,55.7,0.0,no_precip,26.7,16.0,26.6,9
2012-07-08,75.0,1.34,2,7,no_event,no_event,1,25.6,25.2,47.5,0.0,no_precip,13.8,16.0,21.6,9
2012-07-09,62.0,1.34,3,7,no_event,no_event,1,25.4,24.9,50.5,0.0,no_precip,17.0,16.0,43.0,9
2012-07-10,45.0,1.34,4,7,no_event,no_event,0,24.1,23.7,47.0,0.0,no_precip,18.2,16.0,46.2,8
2012-07-11,36.0,1.34,5,7,no_event,no_event,1,24.1,23.4,43.1,0.0,no_precip,18.4,16.0,18.5,10
2012-07-12,68.0,1.34,6,7,no_event,no_event,1,25.4,24.8,46.2,0.0,no_precip,15.9,16.0,20.6,9
2012-07-13,98.0,1.34,7,7,no_event,no_event,0,25.6,25.6,51.3,0.242,rain,22.7,15.8,32.8,6
2012-07-14,76.0,1.34,1,7,no_event,no_event,1,26.9,27.0,58.7,0.053,rain,16.6,15.8,45.2,9
2012-07-15,116.0,1.34,2,7,no_event,no_event,1,28.3,28.5,56.7,0.0,no_precip,11.7,15.4,23.4,9
2012-07-16,56.0,1.34,3,7,no_event,no_event,0,30.1,30.6,49.6,0.0,no_precip,18.1,16.0,11.1,9
2012-07-17,54.0,1.34,4,7,no_event,no_event,0,31.3,32.5,52.7,0.079,rain,17.7,16.0,20.3,9
2012-07-18,85.0,1.34,5,7,no_event,no_event,0,25.5,26.4,75.0,21.531,rain,24.5,14.7,49.9,9
2012-07-19,39.0,1.34,6,7,no_event,no_event,0,21.6,21.6,86.1,11.788,rain,26.5,10.7,98.9,9
2012-07-20,79.0,1.34,7,7,Ramadan starts,Religious,0,22.9,22.8,61.1,0.0,no_precip,15.9,15.9,30.5,9
2012-07-21,122.0,1.34,1,7,no_event,no_event,0,24.5,24.9,65.8,0.0,no_precip,11.3,16.0,17.5,6
2012-07-22,70.0,1.34,2,7,no_event,no_event,0,26.2,26.8,65.6,0.651,rain,17.7,15.4,17.5,8
2012-07-23,49.0,1.34,3,7,no_event,no_event,0,29.6,31.8,58.9,0.0,no_precip,14.6,16.0,11.5,9
2012-07-24,44.0,1.34,4,7,no_event,no_event,0,24.3,24.7,76.0,13.73,rain,23.6,14.1,55.0,5
2012-07-25,87.0,1.34,5,7,no_event,no_event,0,27.7,29.3,61.1,14.112,rain,27.7,15.3,30.2,9
2012-07-26,27.0,1.34,6,7,no_event,no_event,0,25.7,26.1,68.2,23.242,rain,32.2,15.2,57.7,9
2012-07-27,86.0,1.34,7,7,no_event,no_event,0,22.3,22.3,73.6,3.075,rain,17.2,15.8,62.8,9
2012-07-28,98.0,1.34,1,7,no_event,no_event,0,22.4,22.4,69.0,0.0,no_precip,10.1,13.7,27.9,9
2012-07-29,79.0,1.34,2,7,no_event,no_event,0,22.9,22.9,72.0,1.213,rain,13.7,16.0,51.9,5
2012-07-30,69.0,1.34,3,7,no_event,no_event,0,26.3,27.3,66.0,0.0,no_precip,14.4,15.7,35.9,9
2012-07-31,75.25948365286962,1.34,4,7,no_event,no_event,0,24.8,25.0,66.3,4.989,rain,12.9,15.7,22.8,9
2012-08-01,57.0,1.34,5,8,no_event,no_event,0,25.3,25.4,65.2,0.0,no_precip,14.5,13.8,7.4,9
2012-08-02,88.0,1.34,6,8,no_event,no_event,1,26.7,27.0,59.6,0.071,rain,13.6,16.0,27.1,9
2012-08-03,12.0,1.34,7,8,no_event,no_event,1,26.7,27.5,64.5,0.021,rain,17.9,15.7,11.5,9
2012-08-04,74.0,1.38,1,8,no_event,no_event,0,24.3,24.8,77.1,3.49,rain,37.7,12.7,17.2,8
2012-08-05,1.0,1.38,2,8,no_event,no_event,1,20.8,20.8,65.5,0.0,no_precip,20.0,15.8,11.3,10
2012-08-06,72.0,1.38,3,8,no_event,no_event,1,19.9,19.7,63.0,0.0,no_precip,12.1,15.8,0.4,9
2012-08-07,48.0,1.38,4,8,no_event,no_event,0,24.8,24.9,55.9,0.0,no_precip,13.0,16.0,27.2,9
2012-08-08,86.0,1.38,5,8,no_event,no_event,1,20.6,20.6,82.6,4.343,rain,15.7,13.2,44.5,5
2012-08-09,79.0,1.38,6,8,no_event,no_event,1,17.8,17.8,87.4,11.345,rain,20.3,14.5,89.2,5
2012-08-10,103.0,1.38,7,8,no_event,no_event,0,18.2,18.2,69.7,0.003,rain,25.9,15.9,42.8,9
2012-08-11,115.0,1.38,1,8,no_event,no_event,1,18.0,18.0,61.4,0.0,no_precip,19.8,16.0,3.7,9
2012-08-12,31.0,1.38,2,8,no_event,no_event,1,17.7,17.7,71.9,0.0,no_precip,11.1,16.0,43.9,7
2012-08-13,72.0,1.38,3,8,no_event,no_event,0,19.2,19.2,75.4,1.6,rain,13.5,15.0,74.4,5
2012-08-14,57.0,1.38,4,8,no_event,no_event,1,20.3,20.3,70.2,0.0,no_precip,7.6,15.6,30.0,9
2012-08-15,45.0,1.38,5,8,no_event,no_event,1,23.5,23.4,61.0,0.007,rain,20.5,16.0,66.1,8
2012-08-16,77.0,1.38,6,8,no_event,no_event,0,20.8,20.8,70.6,15.819,rain,26.0,14.9,71.8,6
2012-08-17,92.0,1.38,7,8,no_event,no_event,0,16.9,16.9,62.6,0.0,no_precip,17.7,16.0,4.3,9
2012-08-18,118.0,1.38,1,8,no_event,no_event,0,16.1,16.1,67.3,0.0,no_precip,10.7,14.8,14.3,9
2012-08-19,10.0,1.38,2,8,Eid al-Fitr,Religious,0,16.7,16.7,73.9,0.412,rain,12.0,15.9,47.1,9
2012-08-20,57.0,1.38,3,8,no_event,no_event,0,16.8,16.8,68.8,0.0,no_precip,12.4,12.9,28.8,9
2012-08-21,7.0,1.38,4,8,no_event,no_event,0,17.7,17.7,61.0,0.0,no_precip,10.4,15.8,6.5,9
2012-08-22,60.0,1.38,5,8,no_event,no_event,0,21.6,21.4,54.0,0.0,no_precip,14.9,16.0,2.0,9
2012-08-23,57.0,1.38,6,8,no_event,no_event,0,25.6,25.4,46.3,0.0,no_precip,19.5,16.0,19.7,8
2012-08-24,74.0,1.38,7,8,no_event,no_event,0,25.6,25.4,50.9,0.0,no_precip,18.4,16.0,22.3,7
2012-08-25,94.0,1.38,1,8,no_event,no_event,0,25.6,25.3,53.3,0.0,no_precip,25.7,16.0,11.4,8
2012-08-26,34.0,1.38,2,8,no_event,no_event,0,22.8,22.8,81.3,4.66,rain,10.6,13.6,89.3,2
2012-08-27,52.0,1.38,3,8,no_event,no_event,0,22.9,22.6,68.1,0.051,rain,18.7,11.1,28.4,9
2012-08-28,29.0,1.38,4,8,no_event,no_event,0,21.3,21.2,69.6,0.0,no_precip,14.2,15.4,7.0,8
2012-08-29,46.0,1.38,5,8,no_event,no_event,0,24.2,24.3,59.2,0.007,rain,21.4,16.0,10.0,8
2012-08-30,57.0,1.38,6,8,no_event,no_event,0,26.8,26.8,55.7,0.141,rain,24.0,16.0,0.0,8
2012-08-31,88.0,1.38,7,8,no_event,no_event,0,26.5,26.9,55.3,0.0,no_precip,19.0,16.0,0.9,8
2012-09-01,83.0,1.38,1,9,no_event,no_event,0,21.5,21.5,56.3,0.0,no_precip,28.7,16.0,26.9,4
2012-09-02,147.0,1.38,2,9,no_event,no_event,1,23.1,23.4,68.6,0.0,no_precip,21.5,16.0,53.7,8
2012-09-03,4.0,1.38,3,9,LaborDay,National,1,23.5,24.1,74.2,0.302,rain,14.4,15.8,19.7,8
2012-09-04,63.0,1.38,4,9,no_event,no_event,0,24.6,24.8,70.3,7.733,rain,27.6,12.0,29.3,7
2012-09-05,64.0,1.38,5,9,no_event,no_event,1,22.5,22.6,66.6,3.364,rain,26.7,15.8,24.4,7
2012-09-06,80.0,1.38,6,9,no_event,no_event,1,20.5,20.5,62.2,0.0,no_precip,14.1,16.0,0.0,8
2012-09-07,64.0,1.38,7,9,no_event,no_event,0,17.0,17.0,79.9,0.751,rain,26.5,15.3,61.9,4
2012-09-08,130.0,1.38,1,9,no_event,no_event,1,15.2,15.2,68.2,8.674,rain,24.0,15.6,36.2,8
2012-09-09,47.0,1.38,2,9,no_event,no_event,1,15.2,15.2,73.8,0.002,rain,19.2,16.0,42.6,8
2012-09-10,38.0,1.38,3,9,no_event,no_event,0,17.1,17.1,62.5,0.0,no_precip,24.0,15.7,0.9,8
2012-09-11,56.0,1.38,4,9,no_event,no_event,1,22.1,22.0,52.2,0.0,no_precip,25.8,16.0,1.8,8
2012-09-12,43.0,1.38,5,9,no_event,no_event,1,22.3,22.2,51.7,0.0,no_precip,21.9,16.0,13.2,8
2012-09-13,56.0,1.38,6,9,no_event,no_event,0,13.3,13.3,75.5,0.557,rain,19.8,15.7,64.8,3
2012-09-14,100.0,1.38,7,9,no_event,no_event,1,14.7,14.7,65.5,0.0,no_precip,16.4,15.3,7.5,8
2012-09-15,100.0,1.38,1,9,no_event,no_event,1,16.4,16.4,59.0,0.0,no_precip,11.4,15.6,2.8,8
2012-09-16,78.0,1.38,2,9,no_event,no_event,0,19.2,19.2,47.9,0.0,no_precip,18.5,16.0,0.0,8
2012-09-17,64.0,1.38,3,9,no_event,no_event,0,16.5,16.5,71.1,1.217,rain,25.2,15.8,71.3,6
2012-09-18,43.0,1.38,4,9,no_event,no_event,0,9.6,8.8,65.4,0.0,no_precip,25.0,16.0,31.8,6
2012-09-19,21.0,1.38,5,9,no_event,no_event,0,13.6,13.2,55.0,0.782,rain,34.6,16.0,49.6,8
2012-09-20,78.0,1.38,6,9,no_event,no_event,0,13.7,13.7,51.5,0.0,no_precip,27.9,16.0,12.9,6
2012-09-21,90.0,1.38,7,9,no_event,no_event,0,11.5,11.5,69.3,1.464,rain,16.6,15.8,72.5,3
2012-09-22,142.0,1.38,1,9,no_event,no_event,0,8.2,6.8,72.9,6.544,rain,21.5,15.8,70.8,7
2012-09-23,61.0,1.38,2,9,no_event,no_event,0,8.0,7.5,62.4,0.0,no_precip,19.8,16.0,15.4,8
2012-09-24,36.0,1.38,3,9,no_event,no_event,0,12.7,12.4,49.4,0.0,no_precip,22.0,16.0,0.0,8
2012-09-25,63.0,1.38,4,9,no_event,no_event,0,17.7,17.6,49.4,0.0,no_precip,16.3,16.0,0.0,7
2012-09-26,39.0,1.38,5,9,no_event,no_event,0,12.0,11.7,62.6,0.0,no_precip,19.4,14.8,5.1,8
2012-09-27,61.0,1.38,6,9,no_event,no_event,0,9.5,9.3,69.6,0.0,no_precip,18.3,16.0,28.0,7
2012-09-28,81.0,1.38,7,9,no_event,no_event,0,11.1,11.1,65.7,0.0,no_precip,10.1,14.5,5.7,7
2012-09-29,109.0,1.38,1,9,no_event,no_event,0,15.5,15.5,53.7,0.0,no_precip,18.0,15.9,2.6,7
2012-09-30,77.0,1.38,2,9,no_event,no_event,0,12.4,12.3,65.7,0.0,no_precip,13.8,15.2,8.2,7
2012-10-01,57.0,1.38,3,10,no_event,no_event,0,11.3,11.2,72.1,0.0,no_precip,9.0,16.0,1.8,3
2012-10-02,77.0,1.38,4,10,no_event,no_event,1,13.2,13.2,70.9,0.0,no_precip,16.4,15.4,0.1,7
2012-10-03,57.0,1.38,5,10,no_event,no_event,1,13.4,13.4,71.8,0.0,no_precip,13.5,11.5,19.4,7
2012-10-04,94.0,1.38,6,10,no_event,no_event,0,14.1,13.9,64.1,0.0,no_precip,19.2,16.0,29.6,6
2012-10-05,83.0,1.38,7,10,no_event,no_event,1,6.6,4.5,50.9,0.0,no_precip,20.2,16.0,9.0,7
2012-10-06,147.0,1.38,1,10,no_event,no_event,1,5.3,2.8,52.8,0.0,no_precip,21.6,16.0,93.8,6
2012-10-07,64.0,1.38,2,10,no_event,no_event,0,6.2,4.9,42.8,0.0,no_precip,12.2,16.0,53.1,7
2012-10-08,63.0,1.38,3,10,ColumbusDay,National,1,9.7,8.7,40.8,0.0,no_precip,30.9,16.0,21.1,7
2012-10-09,41.0,1.38,4,10,no_event,no_event,1,10.3,9.6,60.4,3.636,rain,25.8,15.4,72.6,6
2012-10-10,76.0,1.38,5,10,no_event,no_event,0,5.3,3.2,60.5,0.0,no_precip,19.8,16.0,26.7,7
2012-10-11,82.0,1.38,6,10,no_event,no_event,1,9.7,8.0,47.6,0.0,no_precip,26.9,16.0,67.9,7
2012-10-12,113.0,1.38,7,10,no_event,no_event,1,4.9,3.8,51.7,0.0,no_precip,20.3,16.0,0.1,7
2012-10-13,155.0,1.38,1,10,no_event,no_event,0,11.2,9.8,87.9,20.785,rain,23.5,8.6,95.9,3
2012-10-14,63.0,1.38,2,10,no_event,no_event,1,12.7,11.4,92.4,44.25,rain,30.8,9.3,98.2,4
2012-10-15,63.0,1.38,3,10,no_event,no_event,1,8.9,8.1,70.1,0.0,no_precip,18.3,16.0,19.0,7
2012-10-16,47.0,1.38,4,10,no_event,no_event,0,13.4,12.8,65.5,0.0,no_precip,39.9,16.0,29.3,6
2012-10-17,54.0,1.38,5,10,no_event,no_event,0,14.7,14.7,76.4,15.161,rain,26.2,13.3,55.4,3
2012-10-18,71.0,1.38,6,10,no_event,no_event,0,8.1,5.8,82.3,0.831,rain,22.3,15.4,95.7,3
2012-10-19,75.0,1.38,7,10,no_event,no_event,0,7.6,6.2,86.2,2.699,rain,19.5,14.7,89.8,5
2012-10-20,124.07803306046554,1.25,1,10,no_event,no_event,0,7.9,7.1,74.7,0.0,no_precip,14.4,16.0,32.2,6
2012-10-21,128.22230368821386,1.25,2,10,no_event,no_event,0,10.3,10.3,73.3,0.0,no_precip,22.4,15.2,1.7,6
2012-10-22,113.21102551608249,1.25,3,10,no_event,no_event,0,13.2,13.2,90.4,13.267,rain,14.6,7.4,82.3,2
2012-10-23,61.0,1.25,4,10,no_event,no_event,0,15.1,15.1,95.2,3.629,rain,16.9,3.4,99.6,4
2012-10-24,75.0,1.25,5,10,no_event,no_event,0,20.1,20.1,82.6,0.0,no_precip,27.2,13.4,81.5,4
2012-10-25,62.0,1.25,6,10,no_event,no_event,0,15.1,13.9,81.2,9.839,rain,30.8,14.4,85.7,3
2012-10-26,119.0,1.25,7,10,EidAlAdha,Religious,0,4.3,1.5,59.0,0.0,no_precip,21.9,16.0,17.9,6
2012-10-27,114.0,1.25,1,10,no_event,no_event,0,1.4,0.2,64.6,0.0,no_precip,18.3,16.0,14.3,6
2012-10-28,79.0,1.25,2,10,no_event,no_event,0,2.0,0.8,63.1,0.0,no_precip,17.6,16.0,10.6,6
2012-10-29,58.0,1.25,3,10,no_event,no_event,0,2.8,1.1,61.7,0.0,no_precip,22.0,15.8,0.0,6
2012-10-30,55.0,1.25,4,10,no_event,no_event,0,4.2,-0.2,53.3,0.0,no_precip,38.2,16.0,14.7,4
2012-10-31,50.0,1.25,5,10,Halloween,Cultural,0,2.9,-0.5,54.9,0.0,no_precip,21.5,16.0,1.0,6
2012-11-01,73.0,1.25,6,11,no_event,no_event,0,5.5,3.7,47.1,0.0,no_precip,26.1,16.0,67.6,6
2012-11-02,114.0,1.25,7,11,no_event,no_event,1,2.0,-0.1,70.2,0.0,no_precip,12.2,16.0,2.3,5
2012-11-03,140.0,1.25,1,11,no_event,no_event,1,2.4,1.4,70.7,0.0,no_precip,10.7,16.0,79.7,5
2012-11-04,100.0,1.25,2,11,no_event,no_event,0,2.2,1.9,70.8,0.0,no_precip,7.7,15.8,33.8,5
2012-11-05,62.0,1.25,3,11,no_event,no_event,1,0.0,-0.7,79.5,0.0,no_precip,13.7,13.7,32.2,5
2012-11-06,52.0,1.25,4,11,no_event,no_event,1,1.5,-1.4,89.5,3.133,rain,20.0,7.6,74.9,2
2012-11-07,57.0,1.25,5,11,no_event,no_event,0,3.9,2.6,88.5,0.0,no_precip,11.8,6.3,100.0,3
2012-11-08,69.0,1.25,6,11,no_event,no_event,1,6.4,4.5,69.4,0.0,no_precip,22.6,15.3,43.9,5
2012-11-09,163.0,1.25,7,11,no_event,no_event,1,6.0,4.4,82.2,0.0,no_precip,14.8,7.9,77.9,2
2012-11-10,117.0,1.25,1,11,no_event,no_event,0,14.0,13.3,73.4,0.0,no_precip,36.2,12.0,59.5,4
2012-11-11,137.0,1.25,2,11,VeteransDay,National,1,12.8,12.0,77.6,18.387,rain,35.5,13.3,84.1,4
2012-11-12,105.0,1.25,3,11,no_event,no_event,1,-2.3,-7.5,67.2,0.0,no_precip,21.6,15.6,86.6,5
2012-11-13,71.0,1.25,4,11,no_event,no_event,0,-0.9,-3.0,62.0,0.0,no_precip,11.0,16.0,5.1,5
2012-11-14,102.0,1.25,5,11,no_event,no_event,1,4.0,0.5,59.9,0.0,no_precip,25.2,16.0,52.7,4
2012-11-15,87.0,1.25,6,11,no_event,no_event,1,4.8,3.2,63.3,0.0,no_precip,16.6,15.9,18.9,4
2012-11-16,128.0,1.25,7,11,no_event,no_event,0,1.9,0.7,87.7,0.0,no_precip,12.5,9.6,20.1,5
2012-11-17,186.0,1.25,1,11,no_event,no_event,0,5.2,3.5,74.2,0.0,no_precip,17.4,9.2,33.1,5
2012-11-18,167.0,1.25,2,11,no_event,no_event,0,7.1,5.6,62.2,0.0,no_precip,21.3,12.8,0.9,5
2012-11-19,127.0,1.25,3,11,no_event,no_event,0,8.3,7.5,70.6,0.823,rain,14.1,14.1,68.0,4
2012-11-20,109.0,1.25,4,11,no_event,no_event,0,9.1,9.1,84.0,0.0,no_precip,10.5,7.4,49.6,4
2012-11-21,186.0,1.25,5,11,no_event,no_event,0,7.0,5.8,84.6,0.0,no_precip,22.0,6.9,44.1,5
2012-11-22,210.0,1.25,6,11,Thanksgiving,National,0,11.4,9.9,65.7,0.0,no_precip,31.6,14.7,20.8,3
2012-11-23,6.0,1.25,7,11,no_event,no_event,0,-1.1,-7.3,60.1,0.0,no_precip,33.4,15.7,97.4,4
2012-11-24,169.0,1.25,1,11,no_event,no_event,0,-2.5,-6.7,60.9,0.0,no_precip,25.1,16.0,77.8,5
2012-11-25,92.0,1.25,2,11,no_event,no_event,0,-0.3,-2.9,64.2,0.0,no_precip,18.3,16.0,16.6,5
