date,sales,prix,wday,month,snap_WI
2013-07-12,61.0,1.38,7,7,1
2013-07-13,100.0,1.38,1,7,0
2013-07-14,71.0,1.38,2,7,1
2013-07-15,44.0,1.38,3,7,1
2013-07-16,35.0,1.38,4,7,0
2013-07-17,43.0,1.38,5,7,0
2013-07-18,72.0,1.38,6,7,0
2013-07-19,78.0,1.38,7,7,0
2013-07-20,56.0,1.38,1,7,0
2013-07-21,81.0,1.38,2,7,0
2013-07-22,39.0,1.38,3,7,0
2013-07-23,64.0,1.38,4,7,0
2013-07-24,30.0,1.38,5,7,0
2013-07-25,55.0,1.38,6,7,0
2013-07-26,85.0,1.38,7,7,0
2013-07-27,99.0,1.38,1,7,0
2013-07-28,92.0,1.38,2,7,0
2013-07-29,38.0,1.38,3,7,0
2013-07-30,37.0,1.38,4,7,0
2013-07-31,57.0,1.38,5,7,0
2013-08-01,60.0,1.38,6,8,0
2013-08-02,89.0,1.38,7,8,1
2013-08-03,92.0,1.38,1,8,1
2013-08-04,99.0,1.38,2,8,0
2013-08-05,90.0,1.38,3,8,1
2013-08-06,61.0,1.38,4,8,1
2013-08-07,41.0,1.38,5,8,0
2013-08-08,87.0,1.38,6,8,1
2013-08-09,139.0,1.38,7,8,1
2013-08-10,78.0,1.38,1,8,0
2013-08-11,81.0,1.38,2,8,1
2013-08-12,55.0,1.38,3,8,1
2013-08-13,54.0,1.38,4,8,0
2013-08-14,36.0,1.38,5,8,1
2013-08-15,66.0,1.38,6,8,1
2013-08-16,86.0,1.38,7,8,0
2013-08-17,59.0,1.38,1,8,0
2013-08-18,60.0,1.38,2,8,0
2013-08-19,50.0,1.38,3,8,0
2013-08-20,57.0,1.38,4,8,0
2013-08-21,44.0,1.38,5,8,0
2013-08-22,50.0,1.38,6,8,0
2013-08-23,57.49376612878149,1.38,7,8,0
2013-08-24,104.0,1.0,1,8,0
2013-08-25,130.0,1.0,2,8,0
2013-08-26,114.0,1.0,3,8,0
2013-08-27,232.0,1.0,4,8,0
2013-08-28,181.0,1.0,5,8,0
2013-08-29,165.0,1.0,6,8,0
2013-08-30,354.0,1.0,7,8,0
2013-08-31,333.0,1.0,1,8,0
2013-09-01,316.0,1.0,2,9,0
2013-09-02,48.0,1.0,3,9,1
2013-09-03,199.0,1.0,4,9,1
2013-09-04,250.0,1.0,5,9,0
2013-09-05,283.0,1.0,6,9,1
2013-09-06,173.0,1.0,7,9,1
2013-09-07,260.0,1.0,1,9,0
2013-09-08,259.0,1.0,2,9,1
2013-09-09,331.0,1.0,3,9,1
2013-09-10,175.0,1.0,4,9,0
2013-09-11,173.0,1.0,5,9,1
2013-09-12,203.0,1.0,6,9,1
2013-09-13,187.0,1.0,7,9,0
2013-09-14,275.0,1.0,1,9,1
2013-09-15,195.0,1.0,2,9,1
2013-09-16,188.0,1.0,3,9,0
2013-09-17,142.0,1.0,4,9,0
2013-09-18,201.0,1.0,5,9,0
2013-09-19,157.0,1.0,6,9,0
2013-09-20,197.0,1.0,7,9,0
2013-09-21,253.0,1.0,1,9,0
2013-09-22,210.0,1.0,2,9,0
2013-09-23,168.0,1.0,3,9,0
2013-09-24,187.0,1.0,4,9,0
2013-09-25,147.0,1.0,5,9,0
2013-09-26,127.0,1.0,6,9,0
2013-09-27,181.0,1.0,7,9,0
2013-09-28,189.0,1.0,1,9,0
2013-09-29,176.0,1.0,2,9,0
2013-09-30,130.0,1.0,3,9,0
2013-10-01,77.0,1.0,4,10,0
2013-10-02,164.0,1.0,5,10,1
2013-10-03,117.0,1.0,6,10,1
2013-10-04,209.0,1.0,7,10,0
2013-10-05,200.0,1.0,1,10,1
2013-10-06,163.0,1.0,2,10,1
2013-10-07,144.0,1.0,3,10,0
2013-10-08,82.0,1.0,4,10,1
2013-10-09,101.0,1.0,5,10,1
2013-10-10,100.0,1.0,6,10,0
2013-10-11,155.0,1.0,7,10,1
2013-10-12,246.0,1.0,1,10,1
2013-10-13,145.0,1.0,2,10,0
2013-10-14,145.0,1.0,3,10,1
2013-10-15,26.0,1.0,4,10,1
2013-10-16,10.0,1.0,5,10,0
2013-10-17,24.0,1.0,6,10,0
2013-10-18,21.0,1.0,7,10,0
2013-10-19,140.0,1.38,1,10,0
2013-10-20,183.0,1.38,2,10,0
2013-10-21,47.0,1.38,3,10,0
2013-10-22,45.0,1.38,4,10,0
2013-10-23,24.0,1.38,5,10,0
2013-10-24,45.0,1.38,6,10,0
2013-10-25,65.0,1.38,7,10,0
2013-10-26,103.0,1.38,1,10,0
2013-10-27,79.0,1.38,2,10,0
2013-10-28,51.0,1.38,3,10,0
2013-10-29,48.0,1.38,4,10,0
2013-10-30,38.0,1.38,5,10,0
2013-10-31,71.0,1.38,6,10,0
2013-11-01,107.0,1.38,7,11,0
2013-11-02,152.0,1.38,1,11,1
2013-11-03,135.0,1.38,2,11,1
2013-11-04,87.0,1.38,3,11,0
2013-11-05,52.0,1.38,4,11,1
2013-11-06,60.0,1.38,5,11,1
2013-11-07,53.0,1.38,6,11,0
2013-11-08,91.0,1.38,7,11,1
2013-11-09,142.0,1.38,1,11,1
2013-11-10,96.0,1.38,2,11,0
2013-11-11,17.0,1.38,3,11,1
2013-11-12,86.39594610277385,1.38,4,11,1
2013-11-13,74.54565996328006,1.38,5,11,0
2013-11-14,72.71981564813473,1.38,6,11,1
2013-11-15,68.39542748884861,1.38,7,11,1
2013-11-16,102.84561795355677,1.38,1,11,0
2013-11-17,75.85163929393991,1.38,2,11,0
2013-11-18,76.56851476470644,1.38,3,11,0
2013-11-19,86.08632765664191,1.38,4,11,0
2013-11-20,67.4325968606991,1.38,5,11,0
2013-11-21,71.15919911775143,1.38,6,11,0
2013-11-22,58.54046593399943,1.38,7,11,0
2013-11-23,87.2293926605904,1.38,1,11,0
2013-11-24,93.84235164936308,1.38,2,11,0
2013-11-25,75.1226990810768,1.38,3,11,0
2013-11-26,70.95771506414644,1.38,4,11,0
2013-11-27,71.70369826937463,1.38,5,11,0
2013-11-28,55.005477450067474,1.38,6,11,0
2013-11-29,76.0767761537378,1.38,7,11,0
2013-11-30,184.96331923481264,1.0,1,11,0
2013-12-01,212.0,1.0,2,12,0
2013-12-02,192.0,1.0,3,12,1
2013-12-03,155.0,1.0,4,12,1
2013-12-04,181.0,1.0,5,12,0
2013-12-05,192.0,1.0,6,12,1
2013-12-06,184.0,1.0,7,12,1
2013-12-07,217.0,1.0,1,12,0
2013-12-08,2.0,1.0,2,12,1
2013-12-09,174.18714418352187,1.0,3,12,1
2013-12-10,157.70384941095102,1.0,4,12,0
2013-12-11,162.61039809187872,1.0,5,12,1
2013-12-12,147.47493059518354,1.0,6,12,1
2013-12-13,141.0886437953186,1.0,7,12,0
2013-12-14,181.04215811853214,1.0,1,12,1
2013-12-15,166.89795002901906,1.0,2,12,1
2013-12-16,168.07530560837677,1.0,3,12,0
2013-12-17,153.0407853629498,1.0,4,12,0
2013-12-18,155.8784595285016,1.0,5,12,0
2013-12-19,157.26465958707666,1.0,6,12,0
2013-12-20,140.4768706650106,1.0,7,12,0
2013-12-21,102.39894034911975,1.38,1,12,0
2013-12-22,84.59493004149806,1.38,2,12,0
2013-12-23,83.28452354040087,1.38,3,12,0
2013-12-24,85.52409160016668,1.38,4,12,0
2013-12-25,71.26412880962937,1.38,5,12,0
2013-12-26,74.0,1.38,6,12,0
2013-12-27,118.0,1.38,7,12,0
2013-12-28,99.0,1.38,1,12,0
2013-12-29,137.0,1.38,2,12,0
2013-12-30,142.0,1.38,3,12,0
2013-12-31,239.0,1.38,4,12,0
2014-01-01,74.0,1.38,5,1,0
2014-01-02,79.0,1.38,6,1,1
2014-01-03,93.0,1.38,7,1,1
2014-01-04,161.0,1.38,1,1,0
2014-01-05,134.0,1.38,2,1,1
2014-01-06,45.0,1.38,3,1,1
2014-01-07,82.0,1.38,4,1,0
2014-01-08,56.0,1.38,5,1,1
2014-01-09,102.0,1.38,6,1,1
2014-01-10,61.0,1.38,7,1,0
2014-01-11,149.0,1.38,1,1,1
2014-01-12,94.0,1.38,2,1,1
2014-01-13,42.0,1.38,3,1,0
2014-01-14,46.0,1.38,4,1,1
2014-01-15,70.0,1.38,5,1,1
2014-01-16,38.0,1.38,6,1,0
2014-01-17,88.0,1.38,7,1,0
2014-01-18,121.0,1.38,1,1,0
2014-01-19,110.0,1.38,2,1,0
2014-01-20,50.0,1.38,3,1,0
2014-01-21,48.0,1.38,4,1,0
2014-01-22,52.0,1.38,5,1,0
2014-01-23,12.0,1.38,6,1,0
2014-01-24,55.1131570786265,1.38,7,1,0
2014-01-25,144.0,1.44,1,1,0
2014-01-26,92.0,1.44,2,1,0
2014-01-27,49.0,1.44,3,1,0
2014-01-28,33.0,1.44,4,1,0
2014-01-29,49.0,1.44,5,1,0
2014-01-30,44.0,1.44,6,1,0
2014-01-31,107.0,1.44,7,1,0
2014-02-01,121.0,1.44,1,2,0
2014-02-02,94.0,1.44,2,2,1
2014-02-03,69.0,1.44,3,2,1
2014-02-04,64.0,1.44,4,2,0
2014-02-05,51.0,1.44,5,2,1
2014-02-06,46.0,1.44,6,2,1
2014-02-07,52.06830192265733,1.44,7,2,0
2014-02-08,107.22091464327195,1.44,1,2,1
2014-02-09,94.28863420400876,1.44,2,2,1
2014-02-10,83.95500551320345,1.44,3,2,0
2014-02-11,85.22722660777714,1.44,4,2,1
2014-02-12,71.58543209888188,1.44,5,2,1
2014-02-13,45.59740877908541,1.44,6,2,0
2014-02-14,56.463492780785145,1.44,7,2,1
2014-02-15,97.22783957873725,1.44,1,2,1
2014-02-16,75.16693732974119,1.44,2,2,0
2014-02-17,72.98563102034836,1.44,3,2,0
2014-02-18,72.77702869271468,1.44,4,2,0
2014-02-19,56.14457547770854,1.44,5,2,0
2014-02-20,49.03979025635698,1.44,6,2,0
2014-02-21,42.4879178073823,1.44,7,2,0
2014-02-22,82.49142432687535,1.44,1,2,0
2014-02-23,77.91435358134157,1.44,2,2,0
2014-02-24,67.55168507268013,1.44,3,2,0
2014-02-25,61.81144847682856,1.44,4,2,0
2014-02-26,54.93990104145206,1.44,5,2,0
2014-02-27,54.8581012314462,1.44,6,2,0
2014-02-28,52.02933940233203,1.44,7,2,0
2014-03-01,72.95371604553259,1.44,1,3,0
2014-03-02,69.73310830078424,1.44,2,3,1
2014-03-03,76.96980368214446,1.44,3,3,1
2014-03-04,54.59567274890799,1.44,4,3,0
2014-03-05,64.65620092998108,1.44,5,3,1
2014-03-06,66.7914402153499,1.44,6,3,1
2014-03-07,47.80534666276634,1.44,7,3,0
2014-03-08,87.89053470815742,1.44,1,3,1
2014-03-09,184.0,1.44,2,3,1
2014-03-10,65.0,1.44,3,3,0
2014-03-11,68.0,1.44,4,3,1
2014-03-12,52.0,1.44,5,3,1
2014-03-13,33.0,1.44,6,3,0
2014-03-14,77.0,1.44,7,3,1
2014-03-15,118.0,1.44,1,3,1
2014-03-16,76.0,1.44,2,3,0
2014-03-17,31.0,1.44,3,3,0
2014-03-18,60.0,1.44,4,3,0
2014-03-19,51.0,1.44,5,3,0
2014-03-20,37.0,1.44,6,3,0
2014-03-21,72.0,1.44,7,3,0
2014-03-22,111.0,1.44,1,3,0
2014-03-23,88.0,1.44,2,3,0
2014-03-24,32.0,1.44,3,3,0
2014-03-25,39.0,1.44,4,3,0
2014-03-26,39.0,1.44,5,3,0
2014-03-27,55.0,1.44,6,3,0
2014-03-28,100.0,1.44,7,3,0
2014-03-29,122.0,1.44,1,3,0
2014-03-30,104.0,1.44,2,3,0
2014-03-31,48.0,1.44,3,3,0
2014-04-01,29.0,1.44,4,4,0
2014-04-02,45.0,1.44,5,4,1
2014-04-03,51.0,1.44,6,4,1
2014-04-04,55.0,1.44,7,4,0
2014-04-05,98.0,1.44,1,4,1
2014-04-06,70.0,1.44,2,4,1
2014-04-07,49.0,1.44,3,4,0
2014-04-08,23.0,1.44,4,4,1
2014-04-09,65.0,1.44,5,4,1
2014-04-10,31.0,1.44,6,4,0
2014-04-11,72.0,1.44,7,4,1
2014-04-12,86.0,1.44,1,4,1
2014-04-13,68.0,1.44,2,4,0
2014-04-14,60.0,1.44,3,4,1
2014-04-15,39.0,1.44,4,4,1
2014-04-16,53.0,1.44,5,4,0
2014-04-17,39.0,1.44,6,4,0
2014-04-18,47.0,1.44,7,4,0
2014-04-19,97.0,1.44,1,4,0
2014-04-20,97.0,1.44,2,4,0
2014-04-21,54.0,1.44,3,4,0
2014-04-22,35.0,1.44,4,4,0
2014-04-23,49.0,1.44,5,4,0
2014-04-24,32.0,1.44,6,4,0
2014-04-25,50.0,1.44,7,4,0
2014-04-26,123.15654411402983,1.24,1,4,0
2014-04-27,110.9913579642332,1.24,2,4,0
2014-04-28,30.0,1.24,3,4,0
2014-04-29,56.0,1.24,4,4,0
2014-04-30,29.0,1.24,5,4,0
2014-05-01,25.0,1.24,6,5,0
2014-05-02,110.0,1.24,7,5,1
2014-05-03,180.0,1.24,1,5,1
2014-05-04,62.0,1.24,2,5,0
2014-05-05,50.0,1.24,3,5,1
2014-05-06,35.0,1.24,4,5,1
2014-05-07,54.0,1.24,5,5,0
2014-05-08,49.0,1.24,6,5,1
2014-05-09,104.0,1.24,7,5,1
2014-05-10,81.0,1.24,1,5,0
2014-05-11,85.0,1.24,2,5,1
2014-05-12,29.0,1.24,3,5,1
2014-05-13,101.5726987730265,1.24,4,5,0
2014-05-14,106.79719214840367,1.24,5,5,1
2014-05-15,92.45833749836765,1.24,6,5,1
2014-05-16,80.8544096098604,1.24,7,5,0
2014-05-17,116.1772018684926,1.24,1,5,0
2014-05-18,108.2388067075135,1.24,2,5,0
2014-05-19,115.1686619768605,1.24,3,5,0
2014-05-20,97.90973282657961,1.24,4,5,0
2014-05-21,101.16765006662428,1.24,5,5,0
2014-05-22,92.3128608462792,1.24,6,5,0
2014-05-23,87.47363782779593,1.24,7,5,0
2014-05-24,117.28029090497273,1.24,1,5,0
2014-05-25,109.17606024246197,1.24,2,5,0
2014-05-26,98.29521528130658,1.24,3,5,0
2014-05-27,87.97284459469614,1.24,4,5,0
2014-05-28,95.19564311416559,1.24,5,5,0
2014-05-29,94.55300802591933,1.24,6,5,0
2014-05-30,87.73244389334695,1.24,7,5,0
2014-05-31,117.64182367720866,1.24,1,5,0
2014-06-01,91.67532966730931,1.24,2,6,0
2014-06-02,92.03364179309199,1.24,3,6,1
2014-06-03,106.51169131392436,1.24,4,6,1
2014-06-04,94.31367192438393,1.24,5,6,0
2014-06-05,99.84187135665633,1.24,6,6,1
2014-06-06,84.03656649435891,1.24,7,6,1
2014-06-07,86.33623154609813,1.38,1,6,0
2014-06-08,85.31556806822516,1.38,2,6,1
2014-06-09,79.67324244305581,1.38,3,6,1
2014-06-10,69.91395614357668,1.38,4,6,0
2014-06-11,85.0,1.38,5,6,1
2014-06-12,63.0,1.38,6,6,1
2014-06-13,50.0,1.38,7,6,0
2014-06-14,68.0,1.38,1,6,1
2014-06-15,140.0,1.38,2,6,1
2014-06-16,51.0,1.38,3,6,0
2014-06-17,87.0,1.38,4,6,0
2014-06-18,36.0,1.38,5,6,0
2014-06-19,54.0,1.38,6,6,0
2014-06-20,77.0,1.38,7,6,0
2014-06-21,77.0,1.38,1,6,0
2014-06-22,94.0,1.38,2,6,0
2014-06-23,32.0,1.38,3,6,0
2014-06-24,68.0,1.38,4,6,0
2014-06-25,31.0,1.38,5,6,0
2014-06-26,25.0,1.38,6,6,0
2014-06-27,56.0,1.38,7,6,0
2014-06-28,140.0,1.38,1,6,0
2014-06-29,64.0,1.38,2,6,0
2014-06-30,39.0,1.38,3,6,0
2014-07-01,31.0,1.38,4,7,0
2014-07-02,57.0,1.38,5,7,1
2014-07-03,103.0,1.38,6,7,1
2014-07-04,86.0,1.38,7,7,0
2014-07-05,83.0,1.38,1,7,1
2014-07-06,64.0,1.38,2,7,1
2014-07-07,35.0,1.38,3,7,0
2014-07-08,54.0,1.38,4,7,1
2014-07-09,57.0,1.38,5,7,1
2014-07-10,41.0,1.38,6,7,0
2014-07-11,92.0,1.38,7,7,1
2014-07-12,56.0,1.38,1,7,1
2014-07-13,63.0,1.38,2,7,0
2014-07-14,33.0,1.38,3,7,1
2014-07-15,59.0,1.38,4,7,1
2014-07-16,46.0,1.38,5,7,0
2014-07-17,73.0,1.38,6,7,0
2014-07-18,60.0,1.38,7,7,0
2014-07-19,69.0,1.38,1,7,0
2014-07-20,62.0,1.38,2,7,0
2014-07-21,29.0,1.38,3,7,0
2014-07-22,46.0,1.38,4,7,0
2014-07-23,42.0,1.38,5,7,0
2014-07-24,44.0,1.38,6,7,0
2014-07-25,59.0,1.38,7,7,0
2014-07-26,82.0,1.38,1,7,0
2014-07-27,67.0,1.38,2,7,0
2014-07-28,23.0,1.38,3,7,0
2014-07-29,34.0,1.38,4,7,0
2014-07-30,28.0,1.38,5,7,0
2014-07-31,40.0,1.38,6,7,0
2014-08-01,61.0,1.38,7,8,0
2014-08-02,126.0,1.38,1,8,1
2014-08-03,78.0,1.38,2,8,1
2014-08-04,31.0,1.38,3,8,0
2014-08-05,50.0,1.38,4,8,1
2014-08-06,34.0,1.38,5,8,1
2014-08-07,49.0,1.38,6,8,0
2014-08-08,72.0,1.38,7,8,1
2014-08-09,76.0,1.38,1,8,1
2014-08-10,77.0,1.38,2,8,0
2014-08-11,35.0,1.38,3,8,1
2014-08-12,43.0,1.38,4,8,1
2014-08-13,38.0,1.38,5,8,0
2014-08-14,32.0,1.38,6,8,1
2014-08-15,48.0,1.38,7,8,1
2014-08-16,54.0,1.38,1,8,0
2014-08-17,64.0,1.38,2,8,0
2014-08-18,14.0,1.38,3,8,0
2014-08-19,38.0,1.38,4,8,0
2014-08-20,48.0,1.38,5,8,0
2014-08-21,32.0,1.38,6,8,0
2014-08-22,54.0,1.38,7,8,0
2014-08-23,44.0,1.38,1,8,0
2014-08-24,82.0,1.38,2,8,0
2014-08-25,52.0,1.38,3,8,0
2014-08-26,39.0,1.38,4,8,0
2014-08-27,40.0,1.38,5,8,0
2014-08-28,21.0,1.38,6,8,0
2014-08-29,71.0,1.38,7,8,0
2014-08-30,84.0,1.38,1,8,0
2014-08-31,77.0,1.38,2,8,0
2014-09-01,86.0,1.38,3,9,0
2014-09-02,47.0,1.38,4,9,1
2014-09-03,42.0,1.38,5,9,1
2014-09-04,80.0,1.38,6,9,0
2014-09-05,54.0,1.38,7,9,1
2014-09-06,71.0,1.38,1,9,1
2014-09-07,65.0,1.38,2,9,0
2014-09-08,55.0,1.38,3,9,1
2014-09-09,67.0,1.38,4,9,1
2014-09-10,38.0,1.38,5,9,0
2014-09-11,33.0,1.38,6,9,1
2014-09-12,62.0,1.38,7,9,1
2014-09-13,70.0,1.38,1,9,0
2014-09-14,72.0,1.38,2,9,1
2014-09-15,41.0,1.38,3,9,1
2014-09-16,46.0,1.38,4,9,0
2014-09-17,32.0,1.38,5,9,0
2014-09-18,38.0,1.38,6,9,0
2014-09-19,51.0,1.38,7,9,0
2014-09-20,72.0,1.38,1,9,0
2014-09-21,62.0,1.38,2,9,0
2014-09-22,29.0,1.38,3,9,0
2014-09-23,49.0,1.38,4,9,0
2014-09-24,50.0,1.38,5,9,0
2014-09-25,32.0,1.38,6,9,0
2014-09-26,59.0,1.38,7,9,0
2014-09-27,84.0,1.38,1,9,0
2014-09-28,47.0,1.38,2,9,0
2014-09-29,47.0,1.38,3,9,0
2014-09-30,33.0,1.38,4,9,0
2014-10-01,47.0,1.38,5,10,0
2014-10-02,53.0,1.38,6,10,1
2014-10-03,77.0,1.38,7,10,1
2014-10-04,134.0,1.38,1,10,0
2014-10-05,84.0,1.38,2,10,1
2014-10-06,73.0,1.38,3,10,1
2014-10-07,35.0,1.38,4,10,0
2014-10-08,51.0,1.38,5,10,1
2014-10-09,53.0,1.38,6,10,1
2014-10-10,65.0,1.38,7,10,0
2014-10-11,75.0,1.38,1,10,1
2014-10-12,64.0,1.38,2,10,1
2014-10-13,24.0,1.38,3,10,0
2014-10-14,35.0,1.38,4,10,1
2014-10-15,55.0,1.38,5,10,1
2014-10-16,44.0,1.38,6,10,0
2014-10-17,48.0,1.38,7,10,0
2014-10-18,87.0,1.38,1,10,0
2014-10-19,92.0,1.38,2,10,0
2014-10-20,34.0,1.38,3,10,0
2014-10-21,25.0,1.38,4,10,0
2014-10-22,50.0,1.38,5,10,0
2014-10-23,44.0,1.38,6,10,0
2014-10-24,81.0,1.38,7,10,0
2014-10-25,86.0,1.38,1,10,0
2014-10-26,60.0,1.38,2,10,0
2014-10-27,39.0,1.38,3,10,0
2014-10-28,28.0,1.38,4,10,0
2014-10-29,27.0,1.38,5,10,0
2014-10-30,61.0,1.38,6,10,0
2014-10-31,55.0,1.38,7,10,0
2014-11-01,95.0,1.38,1,11,0
2014-11-02,95.0,1.38,2,11,1
2014-11-03,57.0,1.38,3,11,1
2014-11-04,71.0,1.38,4,11,0
2014-11-05,34.0,1.38,5,11,1
2014-11-06,38.0,1.38,6,11,1
2014-11-07,62.0,1.38,7,11,0
2014-11-08,87.0,1.38,1,11,1
2014-11-09,72.0,1.38,2,11,1
2014-11-10,30.0,1.38,3,11,0
2014-11-11,31.0,1.38,4,11,1
2014-11-12,38.0,1.38,5,11,1
2014-11-13,38.0,1.38,6,11,0
2014-11-14,54.0,1.38,7,11,1
2014-11-15,79.0,1.38,1,11,1
2014-11-16,72.0,1.38,2,11,0
2014-11-17,45.0,1.38,3,11,0
2014-11-18,29.0,1.38,4,11,0
2014-11-19,31.0,1.38,5,11,0
2014-11-20,35.0,1.38,6,11,0
2014-11-21,45.0,1.38,7,11,0
2014-11-22,64.0,1.38,1,11,0
2014-11-23,41.0,1.38,2,11,0
2014-11-24,32.0,1.38,3,11,0
2014-11-25,52.0,1.38,4,11,0
2014-11-26,118.0,1.38,5,11,0
2014-11-27,151.0,1.38,6,11,0
2014-11-28,60.0,1.38,7,11,0
2014-11-29,70.0,1.38,1,11,0
2014-11-30,45.0,1.38,2,11,0
2014-12-01,78.63442816606187,1.38,3,12,0
2014-12-02,77.04998085447846,1.38,4,12,1
2014-12-03,78.2090764607492,1.38,5,12,1
2014-12-04,61.18306962743884,1.38,6,12,0
2014-12-05,72.3462584072787,1.38,7,12,1
2014-12-06,107.25478607865614,1.38,1,12,1
2014-12-07,92.48501304973865,1.38,2,12,0
2014-12-08,91.43374726596807,1.38,3,12,1
2014-12-09,73.418252235272,1.38,4,12,1
2014-12-10,67.10020772425497,1.38,5,12,0
2014-12-11,74.18968223198357,1.38,6,12,1
2014-12-12,72.04603633072679,1.38,7,12,1
2014-12-13,105.9613490868004,1.38,1,12,0
2014-12-14,106.94489832560942,1.38,2,12,1
2014-12-15,95.1794693869947,1.38,3,12,1
2014-12-16,76.36854813196493,1.38,4,12,0
2014-12-17,62.04989263588112,1.38,5,12,0
2014-12-18,70.75470190175088,1.38,6,12,0
2014-12-19,60.11572852283882,1.38,7,12,0
2014-12-20,94.64866999399658,1.38,1,12,0
2014-12-21,86.17683306104635,1.38,2,12,0
2014-12-22,81.20029847014075,1.38,3,12,0
2014-12-23,74.07852855475693,1.38,4,12,0
2014-12-24,74.90819219540202,1.38,5,12,0
2014-12-25,59.32019256372615,1.38,6,12,0
2014-12-26,62.35973631633681,1.38,7,12,0
2014-12-27,90.26616754576963,1.38,1,12,0
2014-12-28,95.67046156142663,1.38,2,12,0
2014-12-29,75.08062307647504,1.38,3,12,0
2014-12-30,75.73335808850743,1.38,4,12,0
2014-12-31,71.81554030796121,1.38,5,12,0
2015-01-01,66.485134721353,1.38,6,1,0
2015-01-02,70.50229849274774,1.38,7,1,1
2015-01-03,112.85680480662887,1.38,1,1,1
2015-01-04,54.0,1.38,2,1,0
2015-01-05,52.0,1.38,3,1,1
2015-01-06,85.0,1.38,4,1,1
2015-01-07,40.0,1.38,5,1,0
2015-01-08,32.0,1.38,6,1,1
2015-01-09,81.0,1.38,7,1,1
2015-01-10,117.0,1.38,1,1,0
2015-01-11,112.0,1.38,2,1,1
2015-01-12,66.0,1.38,3,1,1
2015-01-13,59.0,1.38,4,1,0
2015-01-14,96.0,1.38,5,1,1
2015-01-15,50.0,1.38,6,1,1
2015-01-16,95.0,1.38,7,1,0
2015-01-17,128.0,1.38,1,1,0
2015-01-18,109.0,1.38,2,1,0
2015-01-19,56.0,1.38,3,1,0
2015-01-20,56.0,1.38,4,1,0
2015-01-21,36.0,1.38,5,1,0
2015-01-22,28.0,1.38,6,1,0
2015-01-23,90.0,1.38,7,1,0
2015-01-24,108.0,1.38,1,1,0
2015-01-25,92.0,1.38,2,1,0
2015-01-26,42.0,1.38,3,1,0
2015-01-27,56.0,1.38,4,1,0
2015-01-28,44.0,1.38,5,1,0
2015-01-29,40.0,1.38,6,1,0
2015-01-30,72.0,1.38,7,1,0
2015-01-31,145.0,1.38,1,1,0
2015-02-01,75.0,1.38,2,2,0
2015-02-02,59.0,1.38,3,2,1
2015-02-03,78.0,1.38,4,2,1
2015-02-04,70.0,1.38,5,2,0
2015-02-05,59.0,1.38,6,2,1
2015-02-06,97.0,1.38,7,2,1
2015-02-07,97.0,1.38,1,2,0
2015-02-08,81.0,1.38,2,2,1
2015-02-09,54.0,1.38,3,2,1
2015-02-10,44.0,1.38,4,2,0
2015-02-11,64.0,1.38,5,2,1
2015-02-12,38.0,1.38,6,2,1
2015-02-13,61.61612320341857,1.38,7,2,0
2015-02-14,93.94139898041635,1.38,1,2,1
2015-02-15,91.81149969283365,1.38,2,2,1
2015-02-16,73.38089017741402,1.38,3,2,0
2015-02-17,70.49909472981471,1.38,4,2,0
2015-02-18,68.14205361932773,1.38,5,2,0
2015-02-19,76.32051654386402,1.38,6,2,0
2015-02-20,57.123772443163716,1.38,7,2,0
2015-02-21,94.59634928020432,1.38,1,2,0
2015-02-22,86.99175427759116,1.38,2,2,0
2015-02-23,89.14159549415564,1.38,3,2,0
2015-02-24,70.37985617859829,1.38,4,2,0
2015-02-25,78.9096368765504,1.38,5,2,0
2015-02-26,64.04130983871221,1.38,6,2,0
2015-02-27,71.31163089243103,1.38,7,2,0
2015-02-28,98.83655078495167,1.38,1,2,0
2015-03-01,91.2723907866282,1.38,2,3,0
2015-03-02,90.81141016905315,1.38,3,3,1
2015-03-03,81.07413905422703,1.38,4,3,1
2015-03-04,67.57050294133467,1.38,5,3,0
2015-03-05,75.18509950901574,1.38,6,3,1
2015-03-06,66.51871417504452,1.38,7,3,1
2015-03-07,99.20092641204195,1.38,1,3,0
2015-03-08,98.0426867601252,1.38,2,3,1
2015-03-09,98.61663446455805,1.38,3,3,1
2015-03-10,86.37262194164526,1.38,4,3,0
2015-03-11,87.47482138826427,1.38,5,3,1
2015-03-12,81.0,1.38,6,3,1
2015-03-13,76.0,1.38,7,3,0
2015-03-14,102.0,1.38,1,3,1
2015-03-15,78.0,1.38,2,3,1
2015-03-16,60.0,1.38,3,3,0
2015-03-17,46.0,1.38,4,3,0
2015-03-18,27.0,1.38,5,3,0
2015-03-19,44.0,1.38,6,3,0
2015-03-20,83.0,1.38,7,3,0
2015-03-21,87.0,1.38,1,3,0
2015-03-22,89.0,1.38,2,3,0
2015-03-23,37.0,1.38,3,3,0
2015-03-24,70.0,1.38,4,3,0
2015-03-25,42.0,1.38,5,3,0
2015-03-26,44.0,1.38,6,3,0
2015-03-27,74.0,1.38,7,3,0
2015-03-28,90.0,1.38,1,3,0
2015-03-29,77.0,1.38,2,3,0
2015-03-30,44.0,1.38,3,3,0
2015-03-31,48.0,1.38,4,3,0
2015-04-01,61.0,1.38,5,4,0
2015-04-02,74.0,1.38,6,4,1
2015-04-03,150.0,1.38,7,4,1
2015-04-04,3.0,1.38,1,4,0
2015-04-05,5.0,1.38,2,4,1
2015-04-06,40.0,1.38,3,4,1
2015-04-07,48.0,1.38,4,4,0
